"d3mIndex","EVENT_DATE","TIME_PRECISION","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","INTER1","ACTOR2","ASSOC_ACTOR_2","INTER2","INTERACTION","REGION","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","GEO_PRECISION","SOURCE","SOURCE_SCALE","FATALITIES"
3503,"2019-02-27",1,"Battles","Armed clash","Police Forces of Ethiopia (2018-) Tigray State Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Tigray","Western Tigray","Welkait","Welkait",13.717,37.25,1,"ESAT","International",2
3504,"2019-02-27",1,"Protests","Protest with intervention","Police Forces of Ethiopia (2018-)","",1,"Protesters (Ethiopia)","",6,16,"Eastern Africa","Southern Nations","Wolayita","Sodo","Sodo",6.86,37.762,1,"Twitter","New media",0
3505,"2019-03-01",1,"Violence against civilians","Attack","Borana Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Somali Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"Twitter","New media",0
3506,"2019-03-02",1,"Violence against civilians","Attack","Oromo Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","",7,47,"Eastern Africa","Somali","Liben","Moyale","Kededuma",3.45,39.55,2,"Twitter","New media",1
3507,"2019-03-07",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","East Harerghe","Haro Maya","Aweday",9.358,42.046,1,"VOA","International",0
3508,"2019-03-07",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Arsi","Adaba","Adaba",7,39.4,1,"VOA","International",0
3509,"2019-03-07",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Harari People","Hundene","Harar","Harar",9.317,42.117,3,"Twitter","New media",0
3510,"2019-03-07",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","East Shewa","Adama","Nazreth",8.55,39.267,1,"Addis Standard","National",0
3511,"2019-03-07",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Arsi","Shashamane","Shashamane",7.2,38.6,1,"Addis Standard","National",0
3512,"2019-03-07",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Jimma","Kersa","Jima",7.667,36.833,1,"Addis Standard","National",0
3513,"2019-03-07",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Arsi","Asela","Asela",7.95,39.133,1,"Addis Standard","National",0
3514,"2019-03-07",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Bale","Robe","Robe",7.12,40.007,1,"Addis Standard","National",0
3515,"2019-03-07",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Oromia-Finfinne","Holeta Genet","Holeta Genet",9.063,38.491,1,"Addis Standard","National",0
3516,"2019-03-08",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Sidama Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Southern Nations","Sidama","Wondo-Genet","Wendo Genet",7.017,38.583,1,"Twitter","New media",0
3517,"2019-03-08",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Sidama Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Southern Nations","Sidama","Awasa","Hawasa",7.062,38.476,1,"Twitter","New media",0
3518,"2019-03-09",1,"Strategic developments","Disrupted weapons use","Police Forces of Ethiopia (2018-)","",1,"Unidentified Armed Group (Ethiopia)","",3,13,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Fana Broadcasting Corporate","National",0
3519,"2019-03-09",1,"Riots","Mob violence","Rioters (Ethiopia)","Prisoners (Ethiopia)",5,"Police Forces of Ethiopia (2018-) Prison Guards","",1,15,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"Fana Broadcasting Corporate","National",5
3520,"2019-03-11",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Labour Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Southern Nations","Sidama","Awasa","Hawasa",7.062,38.476,1,"Twitter","New media",0
3521,"2019-03-11",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Amhara","South Gonder","Dera","Quorata",11.733,37.45,2,"Twitter","New media",0
3522,"2019-03-19",1,"Battles","Armed clash","Argobba Ethnic Militia (Ethiopia)","",4,"Kereyou Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Oromia","North Shewa","Debre Libanos","Fentale",9.667,38.883,1,"Twitter","New media",2
3523,"2019-03-19",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Southern Nations","Amaro","Amaro","Kele",5.815,37.767,2,"Twitter","New media",4
3524,"2019-03-19",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Oromia","West Wellega","Nejo","Nejo",9.5,35.5,1,"Twitter","New media",5
3525,"2019-03-20",1,"Violence against civilians","Attack","Military Forces of Ethiopia (2018-)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Amhara","North Gondar","Chilga","Aykel",12.55,37.067,1,"Twitter","New media",1
3526,"2019-04-01",1,"Riots","Violent demonstration","Rioters (Ethiopia)","Students (Ethiopia)",5,"Police Forces of Ethiopia (2018-)","",1,15,"Eastern Africa","Oromia","East Harerghe","Haro Maya","Haramaya University",9.424,42.036,1,"ESAT","International",0
3527,"2019-04-02",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Southern Nations","Silti","Dalocha","Silte",7.832,38.269,2,"Twitter","New media",0
3528,"2019-04-02",1,"Violence against civilians","Attack","Military Forces of Ethiopia (2018-)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Afar","Zone 3","Gewane","Gewane",10.166,40.645,1,"ESAT","International",1
3529,"2019-04-06",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Afar","Zone 3","Gewane","Gewane",10.166,40.645,1,"Twitter","New media",0
3530,"2019-04-06",1,"Battles","Armed clash","OLF: Oromo Liberation Front (Splinter Faction)","",2,"Amhara Ethnic Militia (Ethiopia)","",4,24,"Eastern Africa","Amhara","Oromia Zone","Kemise","Kemise",10.724,39.874,1,"Twitter","New media",6
3531,"2019-04-08",1,"Battles","Armed clash","Amhara Ethnic Militia (Ethiopia)","",4,"Oromo Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Amhara","North Shewa","Eferatana Gidem","Ataye",10.35,39.936,1,"Oromiya Media Network","International",2
3532,"2019-04-09",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Sidama Ethnic Group (Ethiopia); Women (Ethiopia)",6,"","",0,60,"Eastern Africa","Southern Nations","Sidama","Awasa","Hawasa",7.062,38.476,1,"Twitter","New media",0
3533,"2019-04-10",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","West Harerghe","Mieso","Ciro",9.317,40.8,1,"Oromiya Media Network","International",0
3534,"2019-04-10",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","Illubabor","Metu","Metu",8.296,35.582,1,"Oromiya Media Network","International",0
3535,"2019-04-12",1,"Strategic developments","Arrests","Police Forces of Ethiopia (2018-)","",1,"Civilians (Ethiopia)","Government of Ethiopia (2018-)",7,17,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"ESAT","International",0
3536,"2019-04-14",1,"Riots","Violent demonstration","Rioters (Ethiopia)","",5,"Police Forces of Ethiopia (2018-)","",1,15,"Eastern Africa","Dire Dawa","Dire Dawa","Dire Dawa","Dire Dawa",9.598,41.847,1,"Twitter","New media",0
3537,"2019-04-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Amhara","North Wollo","Lasta","North Welo Zone",11.92,39.1,1,"Twitter","New media",0
3538,"2019-04-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","West Harerghe","Mieso","Chiro",9.083,40.867,1,"Oromiya Media Network","International",0
3539,"2019-04-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","South West Shewa","Waliso","Waliso",8.534,37.965,1,"Oromiya Media Network","International",0
3540,"2019-04-17",1,"Protests","Protest with intervention","Protesters (Ethiopia)","Students (Ethiopia)",6,"Police Forces of Ethiopia (2018-)","",1,16,"Eastern Africa","Oromia","Arsi","Asela","Asela",7.95,39.133,1,"Addis Standard","National",0
3541,"2019-04-17",1,"Violence against civilians","Attack","Military Forces of Ethiopia (2018-)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","West Wellega","Nejo","Nejo",9.5,35.5,1,"Oromiya Media Network","International",1
3542,"2019-04-19",1,"Protests","Protest with intervention","Protesters (Ethiopia)","",6,"Police Forces of Ethiopia (2018-) Afar Special Forces","",1,16,"Eastern Africa","Afar","Zone 3","Amibara","Galaluaa",9.751,40.583,3,"ESAT","International",0
3543,"2019-04-19",1,"Strategic developments","Disrupted weapons use","Police Forces of Ethiopia (2018-)","",1,"Unidentified Armed Group (Ethiopia)","",3,13,"Eastern Africa","Gambela Peoples","Agnuak","Gambela Zuria","Gambella",8.25,34.583,1,"Twitter","New media",0
3544,"2019-04-22",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Students (Ethiopia); Health Workers (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Addis Standard","National",0
3545,"2019-04-22",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Students (Ethiopia); Health Workers (Ethiopia)",6,"","",0,60,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"Addis Standard","National",0
3546,"2019-04-23",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Meskan Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Southern Nations","Gurage","Muhur Na Aklil","Guraghe",8.25,38,1,"Twitter","New media",0
3547,"2019-04-25",1,"Battles","Armed clash","Unidentified Armed Group (Ethiopia)","",3,"Police Forces of Ethiopia (2018-)","",1,13,"Eastern Africa","Gambela Peoples","Agnuak","Gambela Zuria","Gambella",8.25,34.583,1,"ESAT","International",6
3548,"2019-04-26",1,"Battles","Armed clash","Gumuz Ethnic Militia (Ethiopia)","",4,"Amhara Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Benshangul-Gumaz","Asosa","Assosa","Asosa",10.067,34.533,2,"Twitter","New media",18
3549,"2019-04-26",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Health Workers (Ethiopia)",6,"","",0,60,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"VOA","International",0
3550,"2019-04-29",1,"Battles","Armed clash","Amhara Ethnic Militia (Ethiopia)","",4,"Gumuz Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"Addis Standard","National",12
3551,"2019-04-30",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","Police Forces of Ethiopia (2018-)",7,37,"Eastern Africa","Afar","Zone 3","Gewane","Gewane",10.166,40.645,1,"ENA","National",1
3552,"2019-05-01",1,"Battles","Armed clash","Military Forces of Ethiopia (2018-)","",1,"OLF: Oromo Liberation Front (Splinter Faction)","",2,12,"Eastern Africa","Oromia","Horo Gudru Welega","Horo","Shambu",9.567,37.1,1,"ESAT","International",1
3553,"2019-05-02",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Amhara Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"ESAT","International",0
3554,"2019-05-02",1,"Violence against civilians","Attack","Police Forces of Ethiopia (2018-) Liyu Police","",1,"Civilians (Ethiopia)","Pastoralists (Ethiopia)",7,17,"Eastern Africa","Somali","Sitti","Miesso","Aydola",9.85,41.217,2,"Addis Standard","National",6
3555,"2019-05-02",1,"Violence against civilians","Attack","Police Forces of Ethiopia (2018-) Liyu Police","",1,"Civilians (Ethiopia)","Pastoralists (Ethiopia)",7,17,"Eastern Africa","Somali","Sitti","Afdem","Fideli",9.967,41.333,2,"Addis Standard","National",5
3556,"2019-05-02",1,"Violence against civilians","Attack","Amhara Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Gumuz Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Amhara","Awi","Banja Shekudad","Injibara",11,36.917,2,"Twitter; Addis Standard","New media-National",36
3557,"2019-05-03",1,"Violence against civilians","Attack","Amhara Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Gumuz Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Amhara","Awi","Banja Shekudad","Injibara",11,36.917,2,"Twitter; Addis Standard","New media-National",36
3558,"2019-05-08",1,"Riots","Mob violence","Rioters (Ethiopia)","Christian Group (Ethiopia)",5,"Civilians (Ethiopia)","",7,57,"Eastern Africa","Oromia","Arsi","Asela","Asela",7.95,39.133,1,"VOA","International",1
3559,"2019-05-08",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Amhara","North Wollo","Weldiya","Weldiya",11.828,39.592,1,"Twitter","New media",0
3560,"2019-05-08",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"ESAT","International",0
3561,"2019-05-14",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Afar","Zone 1","Aysaita","Aysaita",11.568,41.439,1,"ESAT","International",0
3562,"2019-05-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Students (Ethiopia); Health Workers (Ethiopia)",6,"","",0,60,"Eastern Africa","Tigray","Southern Tigray","Enderta","Mekele",13.5,39.467,1,"Twitter","New media",0
3563,"2019-05-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Students (Ethiopia); Health Workers (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","Jimma","Kersa","Jima",7.667,36.833,1,"Twitter","New media",0
3564,"2019-05-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Students (Ethiopia); Health Workers (Ethiopia)",6,"","",0,60,"Eastern Africa","Somali","Fafan","Jijiga","Jijiga",9.35,42.8,1,"Twitter","New media",0
3565,"2019-05-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Students (Ethiopia); Health Workers (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"ESAT","International",0
3566,"2019-05-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Wolayeta Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Southern Nations","Wolayita","Sodo","Sodo",6.86,37.762,1,"Twitter","New media",0
3567,"2019-05-17",1,"Protests","Peaceful protest","Protesters (South Sudan)","",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Eye Radio (South Sudan)","Regional",0
3568,"2019-05-21",1,"Battles","Armed clash","Military Forces of Ethiopia (2018-)","",1,"OLF: Oromo Liberation Front","",2,12,"Eastern Africa","Oromia","Guji","Odo Shakiso","Shakiso",5.774,38.904,2,"ESAT","International",7
3569,"2019-05-23",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Amhara Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","North Shewa","Basona Worena","Debre Berhan",9.683,39.533,1,"Twitter","New media",0
3570,"2019-05-27",1,"Explosions/Remote violence","Grenade","OLF: Oromo Liberation Front (Splinter Faction)","",2,"Civilians (Ethiopia)","",7,27,"Eastern Africa","Oromia","West Wellega","Mana Sibu","Dangi",9.7,35.083,2,"VOA","International",6
3571,"2019-05-31",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Teachers (Ethiopia)",6,"","",0,60,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"VOA","International",0
3572,"2019-05-31",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Teachers (Ethiopia)",6,"","",0,60,"Eastern Africa","Amhara","South Wollo","Dessie Zuria","Dessie",11.133,39.633,1,"VOA","International",0
3573,"2019-06-02",1,"Violence against civilians","Attack","Gumuz Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Amhara Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Benshangul-Gumaz","Metekel","Metekel","Guba",11.267,35.283,1,"Ethiopia Observer","National",5
3574,"2019-06-04",1,"Violence against civilians","Attack","Gumuz Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Amhara Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Benshangul-Gumaz","Metekel","Metekel","Guba",11.267,35.283,1,"Twitter","New media",2
3575,"2019-06-07",1,"Strategic developments","Disrupted weapons use","Police Forces of Ethiopia (2018-)","",1,"Unidentified Armed Group (Ethiopia)","",3,13,"Eastern Africa","Oromia","Oromia-Finfinne","Burayu","Gefersa",9.067,38.667,1,"Oromiya Media Network","International",0
3576,"2019-06-08",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Guji","Guji","Negele",9.817,37.083,1,"BBC News","International",0
3577,"2019-06-08",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Borena","Arero","Borana Zone",5,39,1,"Oromiya Media Network","International",0
3578,"2019-06-08",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Borena","Bule Hora","Bule Hora",5.624,38.244,1,"Oromiya Media Network","International",0
3579,"2019-06-12",1,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Oromia","East Wellega","Guto Gida","Nekemt",9.083,36.55,1,"VOA","International",1
3580,"2019-06-15",2,"Riots","Violent demonstration","Rioters (Ethiopia)","",5,"","",0,50,"Eastern Africa","Addis Ababa","Addis Ababa","Akaki Kality","Akaki Kality",8.896,38.789,1,"Addis Fortune","National",0
3581,"2019-06-19",1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Ethiopia)","",3,"","",0,30,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"Television Algerienne","Regional",0
3582,"2019-06-20",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","Government of Ethiopia (2018-)",7,37,"Eastern Africa","Oromia","West Wellega","Sayo","Dembi Dolo",8.533,34.8,1,"BBC News","International",0
3583,"2019-06-21",1,"Battles","Armed clash","ANM: Amharan Nationalist Movement","",2,"Military Forces of Ethiopia (2018-)","",1,12,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Twitter","New media",2
3584,"2019-06-21",1,"Violence against civilians","Attack","ANM: Amharan Nationalist Movement","",2,"Civilians (Ethiopia)","ADP: Amhara Democratic Party; Government of Ethiopia (2018-)",7,27,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"Twitter","New media",2
